"Station Name","County","Station Type","Status","Status Date","Primary Responsible Entity","Primary Water Use","Artesian Well","Geothermal Well","Well Total Depth (ft)","Well Completion Date","Method Drilled","Well Construction ID","Metal Tags","USGS ID","Elevation (ft)","Height System","Time Zone","IDTM Easting","IDTM Northing","Latitude","Longitude","Method of Positioning"
"06N 29E 24DCC1","BUTTE","Well","Inactive",2020-06-18,"---","Domestic","No","No",52,1948-07-01,"Cable","---","---","434941112563401",4810.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2584939.52,1403531.1,43.8279601813452,-112.943612004402,"Digitized"
"06N 29E 24DCD1","BUTTE","Well","Inactive",2020-06-18,"---","Domestic","No","No",NA,1948-01-01,"Cable","---","---","434941112561801",4806.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2585296.92,1403535.69,43.8279603312144,-112.939167059811,"Digitized"
"06N 29E 25ABB2","BUTTE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",110,1969-06-03,"Cable","---","---","434938112563401",4812,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2584940.7,1403438.55,43.8271268875119,-112.943612026659,"Digitized"
"06N 29E 30ABB1","BUTTE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",134,1959-06-12,"Cable","392016","---","434939113023201",4909,"Altimeter","(UTC-07:00) Mountain Time (US & Canada)",2576944.1,1403372.03,43.8274040033536,-113.04305906135,"Digitized"
"06N 29E 36BBB1","BUTTE","Well","Inactive",2020-06-18,"---","Stock","No","No",130,1958-01-17,"Cable","391981","---","434845112570801",4810,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2584202.03,1401793.81,43.8124050048948,-112.953055956802,"Digitized"
"06N 35E 21AAB1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",275.5,1948-01-01,"Cable","---","---","435028112202601",4784.5,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2633343.22,1405780.55,43.8410569121236,-112.341260959655,"Digitized"
"06N 35E 32DDD1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Domestic","No","No",292,1955-01-01,"Cable","---","---","434756112212101",4789,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2632199.58,1401062.28,43.7987976680583,-112.356647053525,"GPS"
"06N 36E 11ABA1","JEFFERSON","Well","Inactive",2020-06-18,"---","Unused","No","No",260,1969-09-29,"Cable","---","---","435208112105101",4817.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2646106.96,1409131.45,43.8687980083199,-112.181643988199,"Digitized"
"06N 36E 11ABA3","JEFFERSON","Well","Active",2020-06-18,"IDWR","Unused","No","No",927,1969-09-29,"Other","---","---","435208112105103",4817.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2646106.96,1409131.45,43.8687980083199,-112.181643988199,"Digitized"
"06N 36E 11ABA4","JEFFERSON","Well","Active",2020-06-18,"---","Unused","No","No",1002.2,1969-09-29,"Other","---","---","435208112105104",4817.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2646106.96,1409131.45,43.8687980083199,-112.181643988199,"Digitized"
"06N 36E 15ACA1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Industrial and Commercial","No","No",170,1959-01-01,"Cable","---","---","435106112120401",4875.1,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2644519.18,1407182.98,43.8515758253123,-112.201922057323,"GPS"
"06N 36E 26DBC1","JEFFERSON","Well","Discontinued",2021-06-24,"IDWR","Public Water System","No","No",195,1970-10-29,"---","371603","---","434900112110201",4821.64,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2645912.69,1403301.82,43.8163742496526,-112.185651698691,"GPS"
"06N 36E 27BAA1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Other","No","No",227.5,1960-01-01,"Cable","---","---","434933112122701",4887.02,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2644090.81,1404304.27,43.8257530191882,-112.208024923761,"High-Precision GPS"
"06N 37E 09CCC1","JEFFERSON","Well","Active",2020-06-18,"---","---","No","No",NA,NA,"---","---","---","---",4862.72,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2651403.49,1407916.36,43.8567959495391,-112.116105757524,"GPS"
"06N 37E 21ADA1","JEFFERSON","Well","Active",2020-06-18,"---","---","No","No",NA,NA,"---","383300","---","---",4869,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2652958.38,1405641.1,43.8360008764592,-112.097420061821,"GPS"
"06N 37E 29ACA1","JEFFERSON","Well","Discontinued",2020-06-18,"---","Unused","No","No",90,1968-12-17,"Cable","---","---","434922112072201",4827.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2650683.85,1404066.58,43.8222992551076,-112.126140341908,"GPS"
"06N 37E 29ACA2","JEFFERSON","Well","Discontinued",2020-06-18,"---","Unused","No","No",175,1968-12-17,"Cable","---","---","434922112072202",4827.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2650683.85,1404066.58,43.8222992551076,-112.126140341908,"GPS"
"06N 37E 29ACA3","JEFFERSON","Well","Active",2023-12-12,"IDWR","Unused","No","No",440,1968-12-17,"Cable","---","---","434922112072203",4827.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2650683.85,1404066.58,43.8222992551076,-112.126140341908,"GPS"
"06N 37E 29ACA4","JEFFERSON","Well","Inactive",2020-06-18,"---","Unused","No","No",573,1968-12-17,"Cable","371600","---","434922112072204",4827.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2650683.85,1404066.58,43.8222992551076,-112.126140341908,"GPS"
"06N 37E 31ABA1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Stock","No","No",35,2007-11-07,"Air Rotary","419765","D0049162","---",4788.98,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2649341.19,1402854.78,43.8116666907944,-112.143166637415,"High-Precision GPS"
"06N 38E 02DBD1","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",410,1975-10-19,"---","---","---","435228111563401",4884.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2665299.71,1410185.16,43.87423,-111.9426,"GPS"
"06N 38E 02DBD2","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",685,1975-10-19,"Other","394025","---","435228111563402",4884.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2665220.47,1410197.07,43.8743549138794,-111.943581972183,"Digitized"
"06N 38E 25ACB4","MADISON","Well","Active",2020-06-18,"---","Unused","No","No",681,1967-12-28,"Cable","389623","","434917111553102",4826.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2666758.59,1404338.84,43.8212974857666,-111.92627787077,"Digitized"
"06N 38E 30BAD1","JEFFERSON","Well","Active",2020-06-18,"IDWR","Stock","No","No",112,NA,"Cable","---","---","434926112013801",4870.6,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2658569.55,1404416.55,43.8237988515345,-112.028028344063,"Digitized"
"06N 38E 30BAD2","JEFFERSON","Well","Active",2020-06-18,"IDWR","Unused","No","No",308,1967-06-12,"Cable","---","---","434924112013801",4877.78,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2658571.05,1404354.86,43.8232434155345,-112.028027980871,"GPS"
"06N 38E 30BAD3","JEFFERSON","Well","Active",2020-06-18,"IDWR","Unused","No","No",543.5,1967-06-12,"Other","---","---","434924112013802",4877.78,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2658571.05,1404354.86,43.8232434155345,-112.028027980871,"GPS"
"06N 38E 30BAD4","JEFFERSON","Well","Active",2020-06-18,"IDWR","Unused","No","No",638,1967-06-12,"Other","---","---","434924112013803",4877.78,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2658571.05,1404354.86,43.8232434155345,-112.028027980871,"GPS"
"06N 38E 31DDD1","JEFFERSON","Well","Inactive",2020-06-18,"---","Stock","No","No",80,1992-08-25,"Air Rotary","328915","A0006973","434755112005901",4840,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2659468.67,1401592.6,43.7981943553143,-112.017694455839,"GPS"
"06N 39E 04ABC1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",199,1954-04-02,"Cable","---","---","435252111520001",4827.6,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2671406.01,1411094.89,43.8810220349245,-111.866357015604,"GPS"
"06N 39E 10BBB1","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",290,1962-11-01,"Cable","---","---","435209111512101",4834.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2672266.13,1409789.63,43.8690777431409,-111.856079005946,"GPS"
"06N 39E 10BBB2","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",339,1967-05-26,"Other","---","---","435209111512102",4834.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2672266.13,1409789.63,43.8690777431409,-111.856079005946,"GPS"
"06N 39E 10BBB3","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",570,1967-05-26,"Other","---","---","435209111512103",4834.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2672266.13,1409789.63,43.8690777431409,-111.856079005946,"GPS"
"06N 39E 10BBB4","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",636.8,1967-05-26,"Other","---","---","435209111512104",4834.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2672266.13,1409789.63,43.8690777431409,-111.856079005946,"GPS"
"06N 39E 12BBA2","MADISON","Well","Active",2020-06-18,"IDWR","Domestic","No","No",NA,NA,"---","---","---","435208111484401",4860.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2675726.69,1409849.46,43.8688001612125,-111.813021951274,"GPS"
"06N 39E 13ABA1","MADISON","Well","Active",2020-06-18,"---","Unused","No","No",29.9,1966-10-01,"Other","---","---","435118111481601",4863.5,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2676392.64,1408323.43,43.8549114321071,-111.805243959126,"Digitized"
"06N 39E 16DAA1","MADISON","Well","Inactive",2022-03-23,"IDWR","Unused","No","No",26.7,1966-10-01,"Other","---","---","435048111512701",4834.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2672152.34,1407285.96,43.8465776968234,-111.858301012379,"Digitized"
"06N 39E 23AAC2","MADISON","Well","Inactive",2022-03-23,"IDWR","Unused","No","No",465,1969-03-05,"Cable","347598","---","435015111495302",4848,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2674271.87,1406310.7,43.8373059103383,-111.832268953289,"GPS"
"06N 39E 28BBB1","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",26.3,1966-10-01,"Other","---","---","434932111523701",4828.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2670649.48,1404900.89,43.8254666141556,-111.877745985082,"Digitized"
"06N 39E 30ADC1","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",295,1962-12-01,"Cable","---","---","434915111540501",4816.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2668697.13,1404326.23,43.8207441680661,-111.902191045476,"GPS"
"06N 39E 30ADC3","MADISON","Well","Discontinued",2020-06-18,"---","Unused","No","No",699.7,1967-07-10,"Other","---","---","434915111540503",4816.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2668697.13,1404326.23,43.8207441680661,-111.902191045476,"GPS"
"06N 39E 35CBB2","MADISON","Well","Active",2020-06-18,"IDWR","Unused","No","No",NA,1966-10-01,"Other","---","---","434816111501302",4840.6,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2673917.61,1402594.13,43.80395,-111.83788,"GPS"
"06N 40E 01DDD1","MADISON","Well","Active",2020-06-18,"---","Domestic","No","No",120,1990-10-24,"Air Rotary","328360","---","435212111404001",4935,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2686526.61,1410267.66,43.8699119919615,-111.678573037204,"GPS"
"06N 40E 04CCD2","MADISON","","",NA,"","","","",NA,NA,"","","","",NA,"","",2680392.23132797,1410060.14273134,43.86957,-111.75493,""
"06N 40E 09BBB2","MADISON","Well","Active",2020-06-18,"---","Unused","No","No",25,1977-07-21,"Auger","---","---","435205111452301",4886.8,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2680214.87,1409908.05,43.8682449830912,-111.757187013546,"GPS"
"06N 40E 15AAA1","MADISON","Well","Active",2023-09-12,"IDWR","Domestic","No","No",55,1974-01-01,"---","---","---","435115111430201",4900,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2683404.77,1408451.64,43.8543564803295,-111.718018948276,"GPS"
"06N 41E 02BDC1","MADISON","Well","Active",2022-11-01,"IDWR","Irrigation","No","No",350,1959-06-14,"Cable","---","---","435237111352701",5131.8,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2693444.09,1411299.47,43.8774131860014,-111.592181016926,"GPS"
"06N 41E 11CDB1","MADISON","Well","Inactive",2020-06-18,"---","Unused","No","Yes",568,1961-02-07,"Cable","---","---","435128111353401",5216.1,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2693396.3,1409105.7,43.8576910811426,-111.5935698888,"Digitized"
"06N 41E 16DDD2","MADISON","Well","Active",2020-06-18,"---","Domestic","No","No",NA,NA,"---","---","---","435026111370501",5195,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2691425.23,1407130.2,43.8404332405762,-111.618782403916,"Digitized"
"06N 41E 17DAB1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",351,1959-09-04,"---","---","---","435044111383601",5075,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2689438.81,1407648.01,43.8456035715301,-111.643288077342,"Digitized"
"06N 41E 18DBC1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",NA,NA,"---","---","---","435038111400501",5030,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2687446.94,1407404.07,43.8439171990448,-111.668133074,"GPS"
"06N 41E 20BDC1","MADISON","Well","Active",2020-06-18,"IDWR","Domestic","No","No",650,1965-09-24,"---","364604","---","435002111380801",5116,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2688606.47,1406250.69,43.8332460025544,-111.654127044924,"GPS"
"06N 41E 25BBB1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",NA,NA,"---","---","---","434930111343901",5480,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2694794.21,1405512.47,43.8249999929666,-111.577500035235,"GPS"
"06N 41E 27BCC1","MADISON","Well","Active",2020-06-18,"---","Domestic","No","No",400,1995-11-24,"Air Rotary","326978","---","434908111370201",5210,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2691619.63,1404740.93,43.8188890243635,-111.617221977333,"GPS"
"06N 42E 06BDB1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",NA,NA,"---","---","---","435246111331301",5305,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2696536.2,1411616.11,43.8794443573667,-111.553610982794,"GPS"
"06N 43E 18CDC1","MADISON","Well","Active",2020-06-18,"---","Irrigation","No","No",720,1976-09-01,"Cable","383177","---","435025111261001",5830,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2706111.05,1407552.19,43.8402780194061,-111.43611097538,"GPS"
"06N 44E 01CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",260,1992-07-29,"Air Rotary","327827","---","---",5960,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2723985.8,1410914.25,43.865311026045,-111.212600963695,"Digitized"
"06N 44E 03AC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",299,1970-08-12,"Air Rotary","389078","---","---",5970,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2721229.71,1412266.1,43.878299732189,-111.246299695887,"Digitized"
"06N 44E 06AC1","TETON","Well","Inactive",2020-06-18,"---","Industrial and Commercial","No","No",504,1975-08-15,"Cable","384246","---","---",6220,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2716679.18,1412208.38,43.8791309731587,-111.302902029023,"Digitized"
"06N 44E 12BB1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",580,1992-03-30,"Cable","327674","---","---",6035,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2723560.65,1410160.57,43.8586619839519,-111.218201012274,"Digitized"
"06N 44E 13AC1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",255,1977-07-07,"Cable","---","---","---",5995,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724451.23,1408330.11,43.8419304140095,-111.207901013973,"Digitized"
"06N 44E 20DC1","TETON","Well","Inactive",2020-06-18,"---","Unused","No","No",1020,1966-09-20,"Cable","---","---","---",6380,"Unknown","(UTC-07:00) Mountain Time (US & Canada)",2718113.78,1406489.02,43.82727049925,-111.287398942602,"Digitized"
"06N 44E 21DDD1","TETON","Well","Inactive",2020-06-18,"---","Unused","No","No",300,1958-07-18,"Cable","357335","---","434934111153601",5991.4,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2720258.72,1406421.25,43.8260249817775,-111.260780962303,"Digitized"
"06N 44E 22DDC1","TETON","Well","Active",2020-06-18,"IDWR","Unused","No","No",257.5,1958-07-08,"Cable","357336","---","434936111143601",6027.7,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2721567.64,1406600.63,43.8272470412404,-111.244447015565,"GPS"
"06N 44E 23CDD1","TETON","Well","Inactive",2020-06-18,"---","Stock","No","No",455,1988-09-12,"Air Rotary","327804","A0011024","434932111134901",5930,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2722657.75,1406439.7,43.8254721978455,-111.230972282011,"GPS"
"06N 44E 24AB1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",435,1976-01-10,"Air Rotary","389434","---","---",5970,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724514.85,1407156.86,43.831359980702,-111.207602995685,"Digitized"
"06N 44E 24CA1","TETON","Well","Inactive",2020-06-18,"---","Stock","No","No",180,1981-02-20,"Cable","395151","---","---",5970,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724112.62,1406445.09,43.8250810328145,-111.212897966159,"Digitized"
"06N 44E 25AB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",82,1981-01-22,"Cable","395755","---","---",5970,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724659.81,1405737.33,43.8185500061807,-111.20639804066,"Digitized"
"06N 44E 25AB2","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",202,1981-02-12,"Cable","415836","---","---",5970,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724659.81,1405737.33,43.8185500061807,-111.20639804066,"Digitized"
"06N 44E 30CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",622,1974-06-28,"Air Rotary","381416","---","---",6740,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2716190.6,1405233.11,43.816540012526,-111.311797957441,"Digitized"
"06N 44E 35DC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",440,1981-09-09,"Air Rotary","407237","---","---",5950,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2723086.95,1402943.43,43.793899988765,-111.227096999707,"Digitized"
"06N 44E 36AC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",180,1988-02-24,"Air Rotary","---","---","---",5965,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2724618.77,1403841.15,43.8015099429171,-111.207702953681,"Digitized"
"06N 45E 02CD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",240,1987-10-13,"Air Rotary","---","---","---",6280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732045.45,1411667.01,43.8695907587368,-111.112098971961,"Digitized"
"06N 45E 05CB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",240,1977-05-15,"Air Rotary","---","---","---",6050,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2726845.11,1412003.06,43.8742293598858,-111.17659803986,"Digitized"
"06N 45E 06DD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",145,1971-10-04,"Cable","357330","---","---",6040,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2726257.4,1411548.17,43.8703190344842,-111.184096937786,"Digitized"
"06N 45E 08DC1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",697,1972-05-05,"Cable","357340","---","---",6095,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2727629.03,1410010.67,43.8560710135056,-111.167701961175,"Digitized"
"06N 45E 09CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",395,1970-10-17,"Air Rotary","357307","---","---",6210,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2728855.59,1410386.32,43.8590699812715,-111.152298033928,"Digitized"
"06N 45E 11AB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",105,1977-11-10,"Air Rotary","391161","---","---",6300,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732517.16,1411289.87,43.8660509910875,-111.106399940239,"Digitized"
"06N 45E 12AD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",400,1978-08-14,"Air Rotary","---","---","---",6570,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2734515,1410985.1,43.8626785337246,-111.081703010461,"Digitized"
"06N 45E 13BB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",660,1989-10-20,"Air Rotary","328255","---","---",6360,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2733493.42,1409608.08,43.8506199625522,-111.09500105085,"Digitized"
"06N 45E 14CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1987-09-19,"Air Rotary","---","---","---",6260,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732190.96,1408873.94,43.8444289575113,-111.111504012241,"Digitized"
"06N 45E 14CD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",140,1987-09-24,"Air Rotary","---","---","---",6240,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732100.51,1408474.99,43.8408698985995,-111.112800978276,"Digitized"
"06N 45E 15BC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",300,1992-09-08,"Air Rotary","327852","---","---",6250,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2730045.43,1409249.79,43.848480012546,-111.138000012068,"Digitized"
"06N 45E 17CD1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",800,1970-05-19,"Cable","357339","---","---",6030,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2727177.8,1408376.92,43.8415180187342,-111.174004003283,"Digitized"
"06N 45E 20DD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",245,1992-10-06,"Air Rotary","327868","---","---",6050,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2728052.05,1406825.92,43.82730097662,-111.163803033851,"Digitized"
"06N 45E 23AC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",120,1983-06-28,"Air Rotary","414480","---","---",6205,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732507.42,1407657.29,43.8333889764497,-111.10810105277,"Digitized"
"06N 45E 26CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",125,1992-04-15,"Air Rotary","327751","---","---",6170,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2731787.17,1405697.27,43.8159899857713,-111.117897032107,"Digitized"
"06N 45E 27CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",100,1993-08-12,"Air Rotary","---","---","---",6140,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2730191.3,1405266.89,43.8126182633787,-111.137900970837,"Digitized"
"06N 45E 30DC1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",205,1992-06-11,"Cable","---","---","---",5995,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2726123.46,1405075.16,43.8121489954476,-111.188499023235,"Digitized"
"06N 45E 31DC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",134,1985-06-05,"Air Rotary","---","---","---",6005,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2726146.19,1403447.06,43.7975006049954,-111.188903964914,"Digitized"
"06N 45E 32AA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",75,1970-01-15,"Cable","357303","---","---",6045,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2728180.6,1404726.3,43.8083799694515,-111.163101054156,"Digitized"
"06N 45E 34CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",65,1988-05-28,"Air Rotary","---","---","---",6100,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2730225.36,1403589.06,43.7975196647981,-111.138198987518,"Digitized"
"06N 45E 34DA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",87,1987-11-19,"Air Rotary","328084","---","---",6125,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2731031.88,1404025.06,43.8011890240506,-111.127998051022,"Digitized"
"06N 45E 36BB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",90,1984-06-19,"Air Rotary","---","---","---",6250,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2733482.75,1404876.81,43.8080788210844,-111.097198036375,"Digitized"
"06N 46E 06CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",400,1983-11-16,"Air Rotary","---","---","---",6680,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2734966.39,1411880.92,43.8705902098019,-111.075699034849,"Digitized"
"06N 46E 17BC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",650,1986-10-10,"Air Rotary","---","---","---",6720,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736493.81,1409427.48,43.8480414653811,-111.057800026985,"Digitized"
"06N 46E 18DA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",597,1988-09-11,"Air Rotary","328190","---","---",6580,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2735712.33,1408989.06,43.8443490000191,-111.067703047064,"Digitized"
"06N 46E 19CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",156,1972-06-27,"Cable","---","---","---",6330,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2734976.32,1406826.97,43.8251418673936,-111.077797022271,"Digitized"
"06N 46E 29DA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1988-05-05,"Air Rotary","---","---","---",6530,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2737359.81,1405913.84,43.8161697420926,-111.048599058054,"Digitized"
"06N 46E 30DD1","TETON","Well","Inactive",2020-06-18,"---","Irrigation","No","No",320,1981-03-02,"Cable","413819","---","---",6390,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736200.66,1405441.1,43.8122900317498,-111.063202033132,"Digitized"
"06N 46E 31DC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",260,1971-04-15,"Cable","---","---","---",6365,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2735952.1,1403823.18,43.7978210351337,-111.067001016396,"Digitized"
