_id,site_code,stn_id,swn,well_name,continuous_data_station_number,latitude,longitude,gse,rpe,gse_method,gse_acc,basin_code,basin_name,county_name,well_depth,well_use,well_type,wcr_no,monitoring_program,geology
28099,364464N1203388W001,31886,17S15E16R001M,17S/15E-16R01,,36.44666,-120.33869,386.0,386.0,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2953.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28103,364473N1200040W001,54425,,E0003212,,36.44727,-120.004,0.0,0.0,Unknown,Unknown,5-022.08,Kings,Fresno,540.0,Public Supply,Single Well,E0003212,SGMA,['Q']
28107,364482N1197491W001,54410,,MAP-MW10,,36.44815,-119.74908,243.2,243.2,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,107.0,Observation,Single Well,,SGMA,['Q']
28111,364490N1168273W001,49711,,WRPMW-2,,36.44903,-116.82729,467.89,469.36,Unknown,Unknown,6-018,Death Valley,Inyo,40.0,Observation,Single Well,,CASGEM,['Qoa']
28115,364500N1195000W001,48429,,KRCDAID180A,,36.45,-119.5,283.5,284.7,GPS,0.1 ft.,5-022.08,Kings,Tulare,305.0,Irrigation,Single Well,718280,VOLUNTARY,['Q']
28116,364500N1196535W001,20989,17S21E13M001M,17S21E13M001M,,36.45,-119.6535,262.71,263.71,Unknown,Unknown,5-022.08,Kings,Fresno,180.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28118,364502N1178646W001,57470,,I10(7)_4,,36.45028,-117.86463,3571.41,3572.31,Unknown,Unknown,6-012.01,Owens Valley,Inyo,4.0,Observation,Single Well,,SGMA,['Q']
28121,364504N1203007W001,46997,17S15E13E001M,17S/15E-13E01,,36.45038,-120.30065,332.9,332.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1102.0,Irrigation,Single Well,E005930,VOLUNTARY,['Q']
28132,364515N1201025W001,47360,17S17E14E001M,17S/17E-14E01,,36.45152,-120.10246,210.9,210.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1140.0,Irrigation,Single Well,E0094426,VOLUNTARY,['Q']
28142,364531N1168124W001,49714,,WRPMW-5,,36.45307,-116.81239,755.85,757.6,Unknown,Unknown,6-018,Death Valley,Inyo,375.0,Observation,Single Well,,CASGEM,['Qoa']
28144,364539N1203203W001,46998,17S15E14E002M,17S/15E-14E02,,36.45391,-120.32034,352.9,352.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1120.0,Irrigation,Single Well,E062794,VOLUNTARY,['Q']
28146,364542N1203741W001,16478,17S15E17D001M,17S/15E-17D01,,36.45415,-120.37417,419.9,419.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1861.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28148,364545N1197714W001,54419,,ZON-MW1C,,36.45446,-119.7714,242.1,241.8,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,109.0,Observation,Single Well,,SGMA,['Q']
28157,364570N1168356W001,49710,,WRPMW-1,,36.45699,-116.83559,417.19,418.73,Unknown,Unknown,6-018,Death Valley,Inyo,55.0,Observation,Single Well,,CASGEM,['Qoa']
28158,364571N1197581W001,54420,,ZON-MW3B,,36.45709,-119.75808,242.3,244.1,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,141.0,Observation,Single Well,,SGMA,['Q']
28163,364572N1202849W001,16471,17S15E13A001M,17S/15E-13A01,,36.45758,-120.28454,312.9,312.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1730.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28166,364574N1199680W001,54424,,00715211,,36.45736,-119.968,0.0,0.0,Unknown,Unknown,5-022.08,Kings,Fresno,480.0,Irrigation,Single Well,00715211,SGMA,['Q']
28172,364575N1203021W001,39177,17S15E13D002M,17S/15E-13D02,,36.45753,-120.30236,331.9,331.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1120.0,Irrigation,Single Well,411621,VOLUNTARY,['Q']
28173,364575N1203466W001,31885,17S15E16B001M,17S/15E-16B01,,36.45734,-120.34653,384.0,384.0,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2600.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28174,364575N1203935W001,36236,17S14E13A001M,17S/14E-13A01,,36.4575,-120.39383,440.9,440.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1982.0,Irrigation,Single Well,24919,VOLUNTARY,['Q']
28177,364577N1202657W001,49798,17S16E17D004M,17S/16E-17D04,,36.45767,-120.26567,288.9,288.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1340.0,Irrigation,Single Well,E0197045,VOLUNTARY,['Q']
28179,364578N1201935W001,35920,17S16E13D002M,17S/16E-13D02,,36.45817,-120.19375,223.9,223.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,528.0,Irrigation,Single Well,360743,VOLUNTARY,['Q']
28183,364581N1193496W001,35963,17S24E15A002M,KRCDAIDX213A,,36.46,-119.35,304.3,304.6,GPS,0.1 ft.,5-022.08,Kings,Tulare,230.0,Irrigation,Single Well,289862,VOLUNTARY,['Q']
28185,364581N1202696W001,35915,17S16E07R001M,17S/16E-07R01,,36.45822,-120.26963,293.9,293.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1822.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28194,364582N1202119W001,47003,17S16E11N006M,17S/16E-11N06,,36.45819,-120.21186,229.0,229.3,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,9.0,Observation,Single Well,,VOLUNTARY,['Q']
28198,364583N1201304W001,20751,17S17E16C001M,17S/17E-16C01,,36.45839,-120.1303,210.9,210.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,480.0,Irrigation,Single Well,,SGMA,['Q']
28199,364583N1202113W001,35919,17S16E11N005M,17S/16E-11N05,,36.45822,-120.21162,231.9,231.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,620.0,Irrigation,Single Well,411467,VOLUNTARY,['Q']
28207,364586N1202027W001,17347,17S16E11Q001M,17S/16E-11Q01,,36.45833,-120.20298,225.9,225.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1530.0,Irrigation,Single Well,110974,VOLUNTARY,['Q']
28211,364588N1201297W001,47359,17S17E09Q001M,17S/17E-09Q01,,36.45882,-120.12969,209.9,209.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1002.0,Irrigation,Single Well,E0080900,SGMA,['Q']
28216,364589N1201477W001,20746,17S17E08Q001M,17S/17E-08Q01,,36.45882,-120.1477,211.9,211.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,510.0,Irrigation,Single Well,149585,VOLUNTARY,['Q']
28219,364590N1214261W001,57619,17S05E09R001M,513,,36.45902,-121.42618,136.8,137.9,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,210.0,Irrigation,Single Well,,SGMA,['Q']
28220,364591N1200135W001,19466,17S18E09R001M,17S18E09R001M,,36.4591,-120.0135,192.5,194.6,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,600.0,Irrigation,Single Well,,SGMA,['Q']
28226,364593N1200299W001,18949,17S18E09N002M,17S18E09N002M,,36.4593,-120.0299,200.79,201.79,Unknown,Unknown,5-022.08,Kings,Fresno,819.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28240,364600N1200400W001,48470,,KRCDB25,,36.46,-120.04,194.991,209.991,GPS,0.1 ft.,5-022.08,Kings,Fresno,590.0,Irrigation,Single Well,568660,VOLUNTARY,['Q']
28247,364614N1203563W001,16466,17S15E09N002M,17S/15E-09N02,,36.46127,-120.35602,392.9,392.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2529.0,Irrigation,Single Well,,SGMA,['Q']
28248,364615N1203652W001,46996,17S15E08K001M,17S/15E-08K01,,36.46148,-120.36523,400.9,400.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1202.0,Irrigation,Single Well,E074853,VOLUNTARY,['Q']
28249,364616N1197368W001,54408,,LID28,,36.46158,-119.73684,245.2,245.8,Unknown,Unknown,5-022.08,Kings,Fresno,180.0,Residential,Single Well,,SGMA,['Q']
28253,364625N1214507W001,57618,17S05E08L002M,22926,,36.46259,-121.4507,132.8,133.5,USGS quad,5 ft.,3-004.04,Forebay Aquifer,Monterey,830.0,Irrigation,Single Well,,SGMA,['Q']
28259,364643N1213856W001,57637,17S05E12E001M,180,,36.46438,-121.38563,172.8,171.0,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,602.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28262,364648N1203201W001,50098,17S15E11M001M,17S/15E-11M01,,36.4648,-120.32013,343.9,343.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1455.0,Irrigation,Single Well,E0173450,VOLUNTARY,['Q']
28263,364650N1202657W001,17343,17S16E08M002M,17S/16E-08M02,,36.4649,-120.26562,285.9,285.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1888.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28265,364651N1202839W001,47001,17S16E07E001M,17S/16E-07E01,,36.4651,-120.2839,307.9,307.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1570.0,Irrigation,Single Well,E0103040,VOLUNTARY,['Q']
28270,364656N1203654W002,16462,17S15E08G002M,17S/15E-08G02,,36.46507,-120.36527,392.9,392.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1000.0,Irrigation,Single Well,480122,VOLUNTARY,['Q']
28271,364659N1200854W001,54389,,B22,,36.46585,-120.08534,195.94,197.02,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,550.0,Observation,Single Well,,SGMA,['Q']
28274,364661N1197502W001,54409,,LID29,,36.46611,-119.7502,246.1,246.1,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,150.0,Residential,Single Well,,SGMA,['Q']
28275,364661N1201082W001,36158,17S17E10K001M,17S/17E-10K01,,36.46582,-120.1082,204.8,204.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1030.0,Irrigation,Single Well,359041,VOLUNTARY,['Q']
28276,364661N1202029W001,35918,17S16E11F001M,17S/16E-11F01,,36.46692,-120.20312,222.9,222.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,555.0,Irrigation,Single Well,411499,VOLUNTARY,['Q']
28287,364682N1192001W001,16221,17S26E07C001M,17S26E07C001M,,36.4682,-119.2001,362.7,362.7,USGS quad,5 ft.,5-022.11,Kaweah,Tulare,196.0,Irrigation,Single Well,,SGMA,['Qoa']
28291,364688N1197988W001,20445,17S20E09H001M,17S20E09H001M,,36.4688,-119.7988,232.73,232.93,Unknown,Unknown,5-022.08,Kings,Fresno,210.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28300,364700N1198400W002,48437,,KRCDB35,,36.46591,-119.90005,209.18,209.74,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,430.0,Irrigation,Single Well,148894,SGMA,['Q']
28302,364700N1201000W001,48469,,KRCDB21,,36.47,-120.1,197.889,197.889,GPS,0.1 ft.,5-022.08,Kings,Fresno,543.0,Irrigation,Single Well,old,VOLUNTARY,['Q']
28306,364713N1204117W001,50885,17S14E11A001M,17S/14E-11A01,,36.47131,-120.41165,510.6,510.6,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2320.0,Irrigation,Single Well,E0269822,VOLUNTARY,['Q']
28311,364721N1203083W001,46995,17S15E02Q001M,17S/15E-02Q01,,36.47211,-120.30833,324.8,324.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1322.0,Irrigation,Single Well,E0090936,VOLUNTARY,['Q']
28312,364721N1203162W001,51580,17S15E02N002M,17S/15E-02N02,,36.47213,-120.31619,332.4,332.4,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1505.0,Irrigation,Single Well,E0257287,VOLUNTARY,['Q']
28315,364723N1202568W001,47002,17S16E08B001M,17S/16E-08B01,,36.4723,-120.25678,268.8,268.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1340.0,Irrigation,Single Well,E0080624,VOLUNTARY,['Q']
28317,364724N1202388W001,49237,17S16E09B001M,17S/16E-09B01,,36.47236,-120.2388,247.9,247.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1202.0,Irrigation,Single Well,E0133756,VOLUNTARY,['Q']
28319,364724N1203157W001,46994,17S15E02P001M,17S/15E-02P01,,36.47238,-120.31573,330.8,330.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1140.0,Irrigation,Single Well,500333,VOLUNTARY,['Q']
28320,364724N1203949W001,50596,17S14E01R001M,17S/14E-01R01,,36.47242,-120.39486,455.6,455.6,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2040.0,Irrigation,Single Well,E0259602,VOLUNTARY,['Q']
28323,364725N1202838W001,17341,17S16E06N002M,17S/16E-06N02,,36.47257,-120.28418,299.8,299.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1190.0,Irrigation,Single Well,00004,VOLUNTARY,['Q']
28325,364725N1203835W001,50505,17S15E06Q002M,17S/15E-06Q02,,36.47247,-120.38353,420.5,420.5,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2121.0,Irrigation,Single Well,E0220010,VOLUNTARY,['Q']
28328,364727N1200229W001,18947,17S18E09C001M,17S18E09C001M,,36.4727,-120.0229,196.77,196.77,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,997.0,Irrigation,Single Well,,SGMA,['Q']
28335,364728N1202654W001,35914,17S16E05N002M,17S/16E-05N02,,36.47242,-120.26585,277.8,277.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1165.0,Irrigation,Single Well,479959,VOLUNTARY,['Q']
28347,364731N1201935W001,17335,17S16E01N002M,17S/16E-01N02,,36.47309,-120.19379,217.9,217.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,826.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28353,364732N1201569W001,49034,17S17E05N004M,17S/17E-05N04,,36.47318,-120.15688,206.8,206.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1138.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28358,364733N1201547W001,20742,17S17E05N002M,17S/17E-05N02,,36.47312,-120.15591,204.5,206.0,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,29.0,Observation,Single Well,,VOLUNTARY,['Q']
28363,364735N1199579W001,20282,17S19E07D001M,17S19E07D001M,,36.4735,-119.9579,207.76,209.26,Unknown,Unknown,5-022.08,Kings,Fresno,600.0,Unknown,Single Well,,VOLUNTARY,['Q']
28367,364735N1217328W001,46627,,De Los Helechos,,36.47348,-121.73283,273.0,272.62,Surveyed to a benchmark,10 ft.,3-007,Carmel Valley,Monterey,28.0,Observation,Single Well,137402,CASGEM,['Q']
28371,364736N1201788W001,20744,17S17E06N001M,17S/17E-06N01,,36.47367,-120.17877,213.8,213.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,780.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28374,364738N1199416W001,35195,17S19E07A001M,17S19E07A001M,,36.4738,-119.9416,202.6,203.6,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,700.0,Irrigation,Single Well,,SGMA,['Q']
28377,364739N1196227W001,34770,17S22E07A001M,17S22E07A001M,,36.4739,-119.6227,272.6,274.7,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,360.0,Irrigation,Single Well,00159236,SGMA,['Q']
28380,364741N1201939W001,49236,17S16E01N003M,17S/16E-01N03,,36.47414,-120.19386,216.8,216.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1220.0,Irrigation,Single Well,0960242,SGMA,['Q']
28383,364743N1198966W001,51531,,KRCDMW08,,36.47435,-119.89662,213.63,213.13,GPS,0.1 ft.,5-022.08,Kings,Fresno,266.0,Observation,Single Well,E0273452,SGMA,['Q']
28384,364743N1199863W001,39284,17S18E02P001M,17S18E02P001M,,36.47476,-119.98652,195.72,196.35,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,700.0,Irrigation,Single Well,,SGMA,['Q']
28389,364751N1214649W001,57617,17S05E06Q001M,719,,36.4751,-121.46499,115.5,117.7,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,170.0,Irrigation,Single Well,,SGMA,['Q']
28392,364755N1214043W001,57615,17S05E03R050M,2420,,36.47559,-121.40434,171.1,171.1,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,810.0,Irrigation,Single Well,,SGMA,['Q']
28396,364761N1214050W001,57636,17S05E02N004M,2489,,36.4761,-121.405,170.3,170.7,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,630.0,Irrigation,Single Well,,SGMA,['Q']
28397,364762N1214267W001,57616,17S05E04R001M,534,,36.47621,-121.42677,140.6,141.6,Digital Elevation Model,Unknown,3-004.04,Forebay Aquifer,Monterey,442.0,Irrigation,Single Well,,SGMA,['Q']
28398,364769N1202474W001,35912,17S16E04M001M,17S/16E-04M01,,36.47671,-120.24746,255.8,255.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1235.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28404,364782N1198471W001,20310,17S20E06M001M,17S20E06M001M,,36.4782,-119.8471,220.9,222.6,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,264.0,Irrigation,Single Well,,SGMA,['Q']
28411,364792N1217397W001,46626,,Little League #1,,36.47916,-121.73966,251.6,251.0,Surveyed to a benchmark,0.1 ft.,3-007,Carmel Valley,Monterey,50.0,Observation,Single Well,192663,CASGEM,['Q']
28418,364797N1203379W001,18525,17S15E03E001M,17S/15E-03E01,,36.47971,-120.33801,352.8,352.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2500.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28424,364806N1203093W001,36238,17S15E01N002M,17S/15E-01N02,,36.47228,-120.30189,317.8,317.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1200.0,Irrigation,Single Well,411603,VOLUNTARY,['Q']
28425,364806N1203203W001,46993,17S15E02E003M,17S/15E-02E03,,36.48058,-120.32028,329.8,329.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1044.0,Irrigation,Single Well,815133,VOLUNTARY,['Q']
28427,364814N1201249W001,20740,17S17E04Q001M,17S/17E-04Q01,,36.47328,-120.12328,202.8,202.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,550.0,Irrigation,Single Well,49138,VOLUNTARY,['Q']
28430,364816N1197785W001,35319,17S20E02M001M,17S20E02M001M,,36.48154,-119.7799,236.23,238.33,Unknown,Unknown,5-022.08,Kings,Fresno,280.0,Irrigation,Single Well,,SGMA,['Q']
28440,364828N1203749W001,16454,17S15E06H001M,17S/15E-06H01,,36.48331,-120.37516,387.8,387.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1490.0,Irrigation,Single Well,00003,VOLUNTARY,['Q']
28447,364857N1198038W001,35320,17S20E04B001M,17S20E04B001M,,36.4857,-119.8038,235.7,236.2,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,205.0,Irrigation,Single Well,00045273,SGMA,['Q']
28454,364866N1203386W001,51206,17S15E03D001M,17S/15E-03D01,,36.48664,-120.33864,337.7,337.7,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1505.0,Irrigation,Single Well,E0257089,VOLUNTARY,['Q']
28456,364867N1203113W001,46977,17S15E02B001M,17S/15E-02B01,,36.48671,-120.31132,307.8,307.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,820.0,Irrigation,Single Well,814990,VOLUNTARY,['Q']
28459,364869N1202799W001,21127,16S16E31N001M,16S/16E-31N01,,36.48696,-120.27989,280.8,280.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1270.0,Irrigation,Single Well,141769,VOLUNTARY,['Q']
28472,364872N1203607W001,19427,16S15E32Q001M,16S/15E-32Q01,,36.48723,-120.36078,358.8,358.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2350.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28492,364878N1214893W001,58467,17S04E01D001M,17S04E01D001M,,36.48783,-121.48936,146.7,147.3,USGS quad,5 ft.,3-004.01,180/400 Foot Aquifer,Monterey,310.0,Irrigation,Single Well,,SGMA,['Q']
28493,364879N1201609W001,46974,16S17E31Q004M,16S/17E-31Q04,,36.48794,-120.16091,201.8,201.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,940.0,Irrigation,Single Well,E062778,VOLUNTARY,['Q']
28497,364880N1200724W001,54395,,FC-2A,,36.48798,-120.07244,190.0,190.0,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,730.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
28498,364880N1200724W002,54396,,FC-2B,,36.48798,-120.07244,190.0,190.0,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,730.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
28508,364881N1201485W001,35026,16S17E32P001M,16S/17E-32P01,,36.48793,-120.14685,200.8,200.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,540.0,Irrigation,Single Well,49139,VOLUNTARY,['Q']
28517,364883N1214684W001,50257,17S05E06C002M,GZWA21202,,36.48832,-121.4684,124.4,127.1,USGS quad,5 ft.,3-004.01,180/400 Foot Aquifer,Monterey,115.0,Observation,Single Well,491020,SGMA,['Q']
28518,364883N1214684W002,50276,17S05E06C001M,GZWB21201,,36.48832,-121.4684,117.1,119.6,USGS quad,5 ft.,3-004.01,180/400 Foot Aquifer,Monterey,300.0,Observation,Single Well,491020,SGMA,['Q']
28519,364884N1201218W001,46976,16S17E33Q002M,16S/17E-33Q02,,36.48839,-120.12182,198.8,198.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,528.0,Irrigation,Single Well,48400,VOLUNTARY,['Q']
28539,364891N1214676W001,58484,16S05E31P002M,16S05E31P002M,,36.48916,-121.46768,124.0,122.6,Digital Elevation Model,Unknown,3-004.01,180/400 Foot Aquifer,Monterey,115.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
28546,364893N1200127W001,36304,16S18E33Q001M,16S18E33Q001M,,36.4893,-120.0127,198.74,199.74,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,475.0,Irrigation,Single Well,,SGMA,['Q']
28549,364895N1197909W001,54401,,FC-NEC,,36.48953,-119.79088,237.8,238.8,Surveyed to a benchmark,0.1 ft.,5-022.08,Kings,Fresno,140.0,Observation,Single Well,,SGMA,['Q']
28550,364896N1179125W001,57504,,T901,,36.48969,-117.91254,3569.87,3572.87,Unknown,Unknown,6-012.01,Owens Valley,Inyo,190.0,Observation,Single Well,,SGMA,['Q']
28551,364896N1179126W001,57503,,T899,,36.48962,-117.91266,3569.98,3572.98,Unknown,Unknown,6-012.01,Owens Valley,Inyo,1003.0,Observation,Single Well,,SGMA,['Q']
28555,364900N1194300W001,48431,,KRCDAID100A,,36.49,-119.43,304.5,305.0,GPS,0.1 ft.,5-022.08,Kings,Tulare,252.0,Irrigation,Single Well,394290,VOLUNTARY,['Qoa']
28559,364902N1197907W001,33601,16S20E34P001M,KRCDCID051,,36.49,-119.78,238.0,238.2,GPS,0.1 ft.,5-022.08,Kings,Fresno,165.0,Observation,Single Well,742257,VOLUNTARY,['Q']
28561,364906N1203802W001,35562,16S15E31L001M,16S/15E-31L01,,36.49063,-120.37997,401.8,401.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2607.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28565,364910N1180426W001,57511,,T920,,36.49104,-118.04263,3810.7,3812.95,Unknown,Unknown,6-012.01,Owens Valley,Inyo,258.0,Observation,Single Well,,SGMA,['Q']
28567,364911N1203349W001,19429,16S15E33J001M,16S/15E-33J01,,36.49097,-120.33477,325.0,325.0,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2792.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28568,364914N1179144W001,47888,,T901,,36.49135,-117.91442,3580.5,3581.5,Surveyed to a benchmark,0.1 ft.,6-012.01,Owens Valley,Inyo,180.0,Observation,Single Well,NA,CASGEM,['Q']
28569,364914N1179144W002,47889,,T899,,36.49135,-117.91442,3580.9,3581.9,Surveyed to a benchmark,0.1 ft.,6-012.01,Owens Valley,Inyo,990.0,Observation,Single Well,NA,CASGEM,['Q']
28571,364916N1199307W001,16047,16S19E32P001M,16S19E32P001M,,36.4916,-119.9307,217.73,218.23,Unknown,Unknown,5-022.08,Kings,Fresno,170.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28575,364921N1217493W001,46625,,Boronda,,36.49208,-121.74926,218.07,220.42,Surveyed to a benchmark,0.1 ft.,3-007,Carmel Valley,Monterey,32.0,Observation,Single Well,137408,CASGEM,['Q']
28578,364926N1202893W001,51409,16S15E36L001M,16S/15E-36L01,,36.49256,-120.28926,286.5,286.5,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1300.0,Irrigation,Single Well,E0257174,VOLUNTARY,['Q']
28581,364930N1192142W001,16948,16S25E36M002M,16S25E36M002M,,36.493,-119.2142,370.7,371.7,USGS quad,5 ft.,5-022.11,Kaweah,Tulare,181.0,Irrigation,Single Well,,SGMA,['Qoa']
28588,364940N1203071W001,46954,16S15E35K001M,16S/15E-35K01,,36.49398,-120.30713,297.8,297.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1300.0,Irrigation,Single Well,E067097,VOLUNTARY,['Q']
28592,364942N1203146W001,19436,16S15E35E002M,16S/15E-35E02,,36.49424,-120.31457,304.0,304.0,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1817.0,Irrigation,Single Well,,VOLUNTARY,['Q']
28595,364943N1202713W001,46970,16S16E31F001M,16S/16E-31F01,,36.49425,-120.2713,267.8,267.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1202.0,Irrigation,Single Well,E062788,VOLUNTARY,['Q']
28597,364944N1202254W001,49799,16S16E33J001M,16S/16E-33J01,,36.49442,-120.22544,225.8,225.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1152.0,Irrigation,Single Well,E0133954,VOLUNTARY,['Q']
28598,364944N1202338W001,18743,16S16E33G001M,16S/16E-33G01,,36.49476,-120.23433,233.8,233.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,520.0,Irrigation,Single Well,411468,SGMA,['Q']
28600,364944N1203738W001,39255,16S14E36E001M,16S/14E-36E01,,36.49438,-120.40687,477.9,477.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,2200.0,Irrigation,Single Well,,SGMA,['Q']
28603,364947N1202616W002,21129,16S16E32E003M,16S/16E-32E03,,36.49418,-120.26174,256.8,256.8,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1010.0,Irrigation,Single Well,361730,VOLUNTARY,['Q']
28604,364947N1204160W001,46942,16S14E35G001M,16S/14E-35G01,,36.49466,-120.41596,502.9,502.9,USGS quad,2.5 ft.,5-022.09,Westside,Fresno,1770.0,Irrigation,Single Well,23992,VOLUNTARY,['Q']
28607,364951N1214704W001,58466,16S05E31M001M,16S05E31M001M,,36.49515,-121.47049,119.6,120.6,Digital Elevation Model,Unknown,3-004.01,180/400 Foot Aquifer,Monterey,172.0,Irrigation,Single Well,,SGMA,['Q']
28614,364967N1178784W001,57472,,KCSD,,36.4967,-117.87841,3651.1,3654.1,Unknown,Unknown,6-012.01,Owens Valley,Inyo,120.0,Public Supply,Single Well,,SGMA,['Q']
